loudness,speechiness,acousticness,liveness,valence
-6.337,0.103,0.0659,0.231,0.485
-9.309,0.53,0.0355,0.108,0.562
-4.65,0.0333,0.327,0.203,0.655
-5.892,0.0385,0.0817,0.0934,0.421
-4.249,0.0752,0.315,0.203,0.555
-5.253,0.0778,0.211,0.0383,0.811
-5.804,0.04,0.331,0.135,0.341
-7.495,0.27,0.00104,0.105,0.595
-5.916,0.516,0.142,0.0713,0.659
-2.749,0.0452,0.191,0.167,0.671
-6.319,0.0362,0.697,0.0813,0.443
-3.692,0.074,0.193,0.0688,0.697
-5.402,0.269,0.00263,0.159,0.508
-7.709,0.331,0.00552,0.0881,0.112
-5.833,0.125,0.0589,0.396,0.35
-9.86,0.25,0.279,0.0959,0.603
-5.658,0.186,0.314,0.0628,0.642
-4.449,0.0972,0.0543,0.636,0.768
-7.648,0.321,0.555,0.116,0.319
-3.641,0.0417,0.0376,0.137,0.675
-7.202,0.0689,0.00149,0.0696,0.667
-3.953,0.0596,0.0364,0.104,0.321
-3.928,0.0885,0.0387,0.454,0.454
-5.628,0.144,0.225,0.107,0.358
-3.416,0.051,0.174,0.412,0.839
-4.706,0.342,0.0733,0.0865,0.639
-2.881,0.117,0.0372,0.137,0.603
-4.877,0.0996,0.0185,0.0215,0.926
-7.941,0.104,0.802,0.171,0.374
-7.36,0.105,0.000239,0.0725,0.4
-3.539,0.0296,0.0604,0.0893,0.612
-7.866,0.343,0.279,0.0836,0.492
-4.333,0.0747,0.181,0.137,0.243
-4.428,0.0449,0.178,0.0962,0.758
-5.975,0.0943,0.0403,0.0824,0.51
-4.502,0.0925,0.25,0.106,0.453
-3.874,0.0722,0.0161,0.451,0.717
-5.042,0.224,0.147,0.109,0.755
-7.621,0.253,0.535,0.104,0.419
-7.906,0.0439,0.0558,0.0912,0.449
-6.825,0.0505,0.568,0.13,0.448
-5.626,0.0449,0.0956,0.134,0.338
-6.474,0.0707,0.0891,0.119,0.758
-7.343,0.0924,0.264,0.153,0.779
-8.094,0.105,0.546,0.111,0.459
-5.56,0.102,0.0533,0.113,0.639
-10.965,0.375,0.328,0.1,0.562
-6.049,0.029,0.0392,0.0828,0.749
-10.732,0.334,0.592,0.0881,0.327
-4.368,0.0575,0.533,0.0685,0.925
-12.21,0.0363,0.0933,0.115,0.166
-7.05,0.0705,0.297,0.0936,0.533
-4.258,0.0874,0.177,0.106,0.884
-6.362,0.0308,0.371,0.231,0.323
-5.844,0.0671,0.00987,0.388,0.244
-5.679,0.0319,0.751,0.105,0.446
-4.101,0.0897,0.269,0.156,0.521
-5.545,0.127,0.174,0.344,0.137
-4.768,0.42,0.0251,0.14,0.568
-5.788,0.176,0.0521,0.0924,0.504
-2.652,0.0593,0.11,0.0574,0.656
-5.714,0.0318,0.74,0.124,0.483
-4.141,0.237,0.318,0.325,0.58
-7.384,0.0997,0.228,0.122,0.424
-6.806,0.0295,0.0404,0.074,0.631
-5.313,0.0495,0.132,0.361,0.91
-3.714,0.222,0.00513,0.124,0.446
-2.974,0.155,0.675,0.11,0.62
-11.132,0.0355,0.404,0.0937,0.523
-4.167,0.228,0.157,0.0642,0.617
-5.075,0.0413,0.407,0.148,0.536
-6.294,0.258,0.000677,0.0672,0.587
-6.257,0.287,0.0204,0.0658,0.226
-9.545,0.478,0.251,0.121,0.644
-10.109,0.0333,0.934,0.095,0.12
-2.853,0.147,0.296,0.0793,0.234
-6.112,0.127,0.0578,0.101,0.507
-6.365,0.0905,0.259,0.252,0.544
-7.359,0.208,0.136,0.103,0.388
-2.61,0.0661,0.0856,0.0689,0.458
-5.239,0.303,0.0153,0.111,0.434
-6.211,0.0395,0.0131,0.142,0.163
-4.47,0.336,0.323,0.0745,0.72
-4.045,0.046,0.101,0.122,0.101
-6.146,0.0752,0.342,0.123,0.475
-6.349,0.0621,0.0141,0.099,0.158
-7.119,0.467,0.15,0.0698,0.261
-5.122,0.0457,0.328,0.153,0.578
-7.643,0.086,0.0395,0.342,0.274
-6.946,0.147,0.0247,0.132,0.179
-3.702,0.0882,0.0846,0.0822,0.609
-6.684,0.0456,0.0169,0.319,0.652
-2.806,0.0851,0.107,0.183,0.742
-6.508,0.29,0.00534,0.11,0.219
-5.29,0.0917,0.0421,0.106,0.335
-5.969,0.297,0.271,0.0955,0.55
-4.724,0.0476,0.0691,0.166,0.628
-4.521,0.0842,0.0125,0.0952,0.677
-5.801,0.101,0.0107,0.101,0.591
-4.311,0.0361,0.016,0.0811,0.606
-5.513,0.216,0.219,0.162,0.605
-6.711,0.081,0.0642,0.0832,0.65
-6.062,0.339,0.13,0.129,0.428
-6.4,0.0924,0.692,0.149,0.513
-3.731,0.461,0.119,0.159,0.702
-4.773,0.309,0.6,0.243,0.244
-4.67,0.0435,0.0737,0.353,0.607
-4.218,0.0524,0.323,0.143,0.761
-11.713,0.276,0.149,0.271,0.463
-4.271,0.0432,0.361,0.437,0.799
-10.332,0.0964,0.0984,0.14,0.116
-12.89,0.269,0.18,0.113,0.391
-6.482,0.426,0.0608,0.127,0.844
-9.447,0.208,0.0939,0.102,0.727
-14.505,0.332,0.74,0.106,0.196
-4.757,0.0965,0.0923,0.192,0.798
-5.207,0.0669,0.00915,0.0907,0.456
-5.883,0.0722,0.108,0.0645,0.874
-5.604,0.221,0.489,0.0977,0.618
-6.181,0.0715,0.272,0.119,0.376
-8.866,0.0685,0.23,0.795,0.413
-6.354,0.0906,0.077,0.0523,0.387
-6.594,0.0897,0.223,0.104,0.877
-3.787,0.0575,0.128,0.297,0.576
-4.568,0.155,0.00485,0.214,0.57
-4.156,0.126,0.602,0.136,0.706
-3.87,0.122,0.0771,0.105,0.651
-5.131,0.15,0.367,0.154,0.291
-4.669,0.341,0.136,0.11,0.619
-5.804,0.04,0.331,0.135,0.341
-6.373,0.12,0.214,0.0669,0.607
-7.058,0.203,0.176,0.242,0.534
-5.637,0.0287,0.162,0.0717,0.355
-2.729,0.0618,0.193,0.064,0.681
-2.253,0.045,0.0644,0.582,0.442
-4.931,0.0925,0.153,0.0763,0.345
-4.684,0.0894,0.389,0.104,0.762
-3.967,0.0984,0.0192,0.3,0.881
-4.617,0.0562,0.0547,0.32,0.847
-3.818,0.0745,0.447,0.111,0.175
-5.065,0.0588,0.0427,0.106,0.952
-5.707,0.157,0.117,0.105,0.564
-8.635,0.109,0.0669,0.274,0.811
-7.513,0.0656,0.45,0.222,0.347
-3.497,0.0395,0.192,0.0863,0.553
